area_type,location,total_sqft,bath,BHK,balcony,PRICE rs
Super built-up  Area,Banashankari3rd stage bigbazar,1762,3,3,1,"₹ 12,500,000.00"
Super built-up  Area,Bagalur Main Road,950,2,2,2,"₹ 5,000,000.00"
Super built-up  Area,Kodihalli,3252,5,4,3,"₹ 33,500,000.00"
Super built-up  Area,Magadi Road,1116,2,2,1,"₹ 5,000,000.00"
Super built-up  Area,Narayanapura,1308,2,2,2,"₹ 8,904,000.00"
Super built-up  Area,MS Pallya,1200,3,3,0,"₹ 9,000,000.00"
Plot  Area,Binny Mills Employees Colony,1500,4,4,2,"₹ 23,000,000.00"
Built-up  Area,Bannerghatta Road,500,1,1,1,"₹ 1,850,000.00"
Super built-up  Area,Hennur,1075,2,2,1,"₹ 5,200,000.00"
Super built-up  Area,Chandapura,530,1,1,0,"₹ 1,166,000.00"
Built-up  Area,Bellandur,1205,2,2,3,"₹ 6,600,000.00"
Super built-up  Area,5th Phase JP Nagar,1075,2,2,2,"₹ 6,000,000.00"
Built-up  Area,KR Puram,930,2,2,2,"₹ 3,900,000.00"
Super built-up  Area,Balagere,1380,2,2,1,"₹ 6,000,000.00"
Super built-up  Area,Hebbal,2483,5,4,2,"₹ 21,200,000.00"
Built-up  Area,Kodigehaali,1166,2,2,2,"₹ 5,500,000.00"
Super built-up  Area,Bannerghatta Road,1050,2,2,1,"₹ 6,500,000.00"
Super built-up  Area,Gopalapura,2023.71,3,3,2,"₹ 27,500,000.00"
Super built-up  Area,Begur Road,1200,2,2,2,"₹ 4,680,000.00"
Super built-up  Area,Lakshminarayana Pura,1600,2,3,1,"₹ 10,800,000.00"
Super built-up  Area,Billekahalli,1935,3,3,2,"₹ 11,000,000.00"
Super built-up  Area,8th Phase JP Nagar,451,1,1,0,"₹ 2,990,000.00"
Super built-up  Area,Electronic City,1800,3,3,2,"₹ 9,500,000.00"
Super built-up  Area,Jalahalli,1400,3,3,0,"₹ 7,700,000.00"
Super built-up  Area,Hegde Nagar,1801,3,3,2,"₹ 11,500,000.00"
Built-up  Area,Mahadevpura,1451,2,2,0,"₹ 9,000,000.00"
Plot  Area,Anekal,1200,1,2,1,"₹ 3,600,000.00"
Super built-up  Area,Begur Road,1160,2,2,2,"₹ 4,400,000.00"
Built-up  Area,Kengeri,1000,2,2,1,"₹ 2,500,000.00"
Super built-up  Area,Kanakpura Road,950,2,2,1,"₹ 4,000,000.00"
Built-up  Area,"Hoodi Circle, ",1629,3,3,2,"₹ 7,900,000.00"
Built-up  Area,Vijayanagar,1580,2,3,0,"₹ 13,400,000.00"
Super built-up  Area,Vijayanagar,1826,3,3,2,"₹ 12,100,000.00"
Built-up  Area,7th Phase JP Nagar,1245,2,2,1,"₹ 9,400,000.00"
Super built-up  Area,Raja Rajeshwari Nagar,1145,2,2,2,"₹ 4,579,000.00"
Super built-up  Area,Sompura,825,2,2,1,"₹ 3,300,000.00"
Super built-up  Area,Yeshwanthpur,1693,3,3,3,"₹ 10,800,000.00"
Super built-up  Area,Electronics City Phase 1,1113.27,2,2,2,"₹ 5,300,000.00"
Built-up  Area,Ashirvad Colony,1460,2,2,1,"₹ 5,800,000.00"
Built-up  Area,Doddathoguru,1050,2,2,1,"₹ 3,200,000.00"
Built-up  Area,Dodda Nekkundi,1260,2,2,2,"₹ 5,500,000.00"
Super built-up  Area,K N Extension,700,3,6,0,"₹ 12,000,000.00"
Built-up  Area,Hosur Road,1656,2,2,1,"₹ 12,000,000.00"
Super built-up  Area,Chandapura,1208,3,3,1,"₹ 4,500,000.00"
Super built-up  Area,Whitefield,1910,3,3,2,"₹ 16,100,000.00"
Super built-up  Area,Whitefield,3252,4,4,1,"₹ 23,000,000.00"
Plot  Area,Battarahalli,1200,2,2,1,"₹ 6,500,000.00"
Super built-up  Area,Gokula Extension,1200,4,4,1,"₹ 17,500,000.00"
Super built-up  Area,7th Phase JP Nagar,1175,2,2,1,"₹ 8,200,000.00"
Plot  Area,Kamakshipalya,1000,2,2,0,"₹ 16,500,000.00"
Plot  Area,Bannerghatta Road,1200,2,4,0,"₹ 12,500,000.00"
Super built-up  Area,Rajaji Nagar,2390,3,3,2,"₹ 41,000,000.00"
Super built-up  Area,Rajaji Nagar,12000,6,7,3,"₹ 220,000,000.00"
Plot  Area,Sultan Palaya,550,1,2,1,"₹ 6,200,000.00"
Super built-up  Area,Sanne Amanikere,1185,2,2,0,"₹ 3,800,000.00"
Super built-up  Area,Kengeri,750,2,2,1,"₹ 3,800,000.00"
Plot  Area,Mahalakshmi Layout,1200,7,6,3,"₹ 25,000,000.00"
Super built-up  Area,Kanakpura Road,1550,3,3,3,"₹ 6,450,000.00"
Built-up  Area,Amco Colony,1760,3,3,2,"₹ 8,800,000.00"
Super built-up  Area,Billekahalli,1125,2,2,2,"₹ 6,200,000.00"
Plot  Area,Nagarbhavi,1350,3,3,2,"₹ 15,000,000.00"
Plot  Area,Anandapura,1000,2,2,1,"₹ 5,500,000.00"
Built-up  Area,Bommasandra Industrial Area,1090,2,2,2,"₹ 3,148,000.00"
Plot  Area,TC Palaya,1200,2,2,0,"₹ 6,000,000.00"
Super built-up  Area,Budigere,1991,4,3,2,"₹ 10,300,000.00"
Super built-up  Area,Bommasandra,1060,2,2,1,"₹ 2,650,000.00"
Super built-up  Area,Ambalipura,1105,2,2,1,"₹ 7,500,000.00"
Built-up  Area,Hoodi,985,2,2,2,"₹ 6,700,000.00"
Plot  Area,Chandapura,1533,5,6,3,"₹ 8,500,000.00"
Super built-up  Area,Balagere,1590,3,3,2,"₹ 7,900,000.00"
Super built-up  Area,CV Raman Nagar,1120,2,2,2,"₹ 5,500,000.00"
Super built-up  Area,Samethanahalli,1069,2,2,1,"₹ 5,500,000.00"
Super built-up  Area,Marathahalli,1933,3,3,2,"₹ 14,000,000.00"
Built-up  Area,Hosur Road,1194,2,2,0,"₹ 6,900,000.00"
Super built-up  Area,Brookefield,1150,2,2,3,"₹ 6,900,000.00"
Super built-up  Area,Yelenahalli,1240,2,2,2,"₹ 4,712,000.00"
Super built-up  Area,Raja Rajeshwari Nagar,1419,2,2,2,"₹ 4,810,000.00"
Plot  Area,7th Phase JP Nagar,1200,8,8,0,"₹ 25,000,000.00"
Super built-up  Area,Richmond Town,2150,4,3,0,"₹ 24,000,000.00"
Super built-up  Area,Suddaguntepalya,1450,3,3,2,"₹ 5,500,000.00"
Super built-up  Area,Udayapur Village,1630,3,3,2,"₹ 6,829,000.00"
Super built-up  Area,Dasanapura,708,1,2,1,"₹ 4,000,000.00"
Plot  Area,Kasavanhalli,1000,4,3,3,"₹ 11,000,000.00"
Plot  Area,Whitefield,11890,4,4,3,"₹ 70,000,000.00"
Super built-up  Area,Bellandur,1250,2,2,1,"₹ 7,600,000.00"
Super built-up  Area,7th Phase JP Nagar,1400,2,3,1,"₹ 9,500,000.00"
Super built-up  Area,Sarjapur  Road,1670,2,3,3,"₹ 5,700,000.00"
Super built-up  Area,Ardendale,1750,3,3,2,"₹ 10,000,000.00"
Super built-up  Area,Vittasandra,1404,2,2,1,"₹ 7,100,000.00"
Super built-up  Area,Hoodi,1715,2,3,2,"₹ 9,500,000.00"
Built-up  Area,Electronic City,630,1,1,1,"₹ 3,465,000.00"
Super built-up  Area,Harlur,1752.12,3,3,2,"₹ 13,500,000.00"
Super built-up  Area,Hulimavu,1650,3,3,2,"₹ 7,800,000.00"
Super built-up  Area,Raja Rajeshwari Nagar,1295,2,2,1,"₹ 5,547,000.00"
Plot  Area,Giri Nagar,1800,3,3,2,"₹ 25,200,000.00"
Super built-up  Area,Sarjapur  Road,1346,2,2,1,"₹ 7,403,000.00"
Plot  Area,Thippasandra,1200,4,4,2,"₹ 20,000,000.00"
Super built-up  Area,Hormavu,1150,2,2,2,"₹ 5,500,000.00"
Built-up  Area,Chikkabidarakallu,3309,4,4,3,"₹ 32,500,000.00"
Super built-up  Area,Chandapura,1190,2,3,2,"₹ 3,035,000.00"
Super built-up  Area,AECS Layout,1620,3,3,2,"₹ 9,800,000.00"
Super built-up  Area,Marathahalli,950,2,2,1,"₹ 4,696,000.00"
Super built-up  Area,1 Giri Nagar,5000,9,11,3,"₹ 36,000,000.00"
Super built-up  Area,Harlur,2450,3,3,0,"₹ 12,000,000.00"
Super built-up  Area,Electronic City Phase II,1220,2,3,1,"₹ 3,523,000.00"
Super built-up  Area,Hoysalanagar,850,2,2,1,"₹ 3,000,000.00"
Built-up  Area,Padmanabhanagar,1020,2,2,2,"₹ 6,300,000.00"
Built-up  Area,Chikkalasandra,1100,2,2,2,"₹ 5,000,000.00"
Super built-up  Area,Defence Colony,1150,2,2,2,"₹ 12,600,000.00"
Super built-up  Area,Hebbal,1760,2,3,2,"₹ 13,000,000.00"
Super built-up  Area,Ambalipura,1800,3,3,3,"₹ 11,000,000.00"
Super built-up  Area,Akshaya Nagar,1070,2,2,1,"₹ 5,400,000.00"
Plot  Area,2nd Stage Nagarbhavi,1500,4,4,2,"₹ 22,000,000.00"
Plot  Area,Vidyaranyapura,1440,2,2,0,"₹ 9,500,000.00"
Super built-up  Area,Amruthahalli,900,2,2,1,"₹ 4,000,000.00"
Built-up  Area,ITI Employees Layout,1200,4,4,1,"₹ 23,000,000.00"
Super built-up  Area,Whitefield,1130,2,2,1,"₹ 4,216,000.00"
Super built-up  Area,Koramangala,1320,2,2,1,"₹ 16,500,000.00"
Super built-up  Area,Kodigehalli,1270,2,2,1,"₹ 9,800,000.00"
Built-up  Area,Patelappa Layout,1200,2,2,1,"₹ 6,200,000.00"
Super built-up  Area,Ring Road Nagarbhavi,4800,4,4,0,"₹ 23,500,000.00"
Super built-up  Area,NS Palya,1200,2,2,1,"₹ 7,400,000.00"
Super built-up  Area,Subramanyapura,929,2,2,0,"₹ 5,017,000.00"
Built-up  Area,RMV 2nd Stage,1150,4,4,2,"₹ 26,000,000.00"
Plot  Area,Basavangudi,1125,4,4,3,"₹ 18,000,000.00"
Plot  Area,Kenchenahalli,500,3,5,2,"₹ 6,500,000.00"
Plot  Area,3rd Block Hrbr Layout,1200,5,5,2,"₹ 19,000,000.00"
Super built-up  Area,KUDLU MAIN ROAD,1464,3,3,2,"₹ 5,600,000.00"
Super built-up  Area,7th Phase JP Nagar,3600,4,4,3,"₹ 40,000,000.00"
Plot  Area,Bank Avenue,2000,4,4,2,"₹ 9,900,000.00"
Super built-up  Area,Chikkalasandra,1208,2,2,1,"₹ 4,900,000.00"
Super built-up  Area,Hebbal Kempapura,1130,2,2,2,"₹ 6,000,000.00"
Super built-up  Area,Surabhi Layout,1753,3,3,2,"₹ 12,000,000.00"
Super built-up  Area,Old Madras Road,4500,7,5,3,"₹ 33,700,000.00"
Plot  Area,Banjara Layout,600,3,3,2,"₹ 5,800,000.00"
Super built-up  Area,Hoodi,1196,2,2,2,"₹ 9,442,000.00"
Built-up  Area,5th Phase JP Nagar,1150,3,2,3,"₹ 5,250,000.00"
Super built-up  Area,Electronic City,1128,2,2,1,"₹ 6,300,000.00"
Super built-up  Area,Omkar Nagar,1000,2,2,1,"₹ 5,300,000.00"
Super built-up  Area,Yelahanka,1035,2,2,1,"₹ 4,500,000.00"
Built-up  Area,Kereguddadahalli,950,2,2,1,"₹ 3,200,000.00"
Super built-up  Area,Bisuvanahalli,1075,2,3,1,"₹ 3,600,000.00"
Super built-up  Area,Whitefield,1040,2,2,1,"₹ 4,850,000.00"
Plot  Area,Maragondanahalli,720,2,2,1,"₹ 4,500,000.00"
Super built-up  Area,Lingadheeranahalli,1511,3,3,1,"₹ 9,500,000.00"
Built-up  Area,Silk Board,1300,3,3,1,"₹ 5,800,000.00"
Super built-up  Area,Hoodi,1545,3,3,1,"₹ 6,875,000.00"
Built-up  Area,Shampura,375,2,1,0,"₹ 2,600,000.00"
Super built-up  Area,Vidyaranyapura,1062,2,2,3,"₹ 3,800,000.00"
Super built-up  Area,Kada Agrahara,1115,2,2,1,"₹ 4,000,000.00"
Super built-up  Area,JP Nagar,1000,2,2,1,"₹ 3,500,000.00"
Super built-up  Area,Kambipura,883,2,2,1,"₹ 4,500,000.00"
Super built-up  Area,Sarjapur  Road,1195,2,2,1,"₹ 7,000,000.00"
Plot  Area,BHEL Layout,1200,3,4,1,"₹ 16,500,000.00"
Built-up  Area,Medahalli,700,1,1,0,"₹ 4,100,000.00"
Super built-up  Area,Vittasandra,1246,2,2,1,"₹ 6,700,000.00"
Plot  Area,8th Phase JP Nagar,660,4,4,2,"₹ 9,000,000.00"
Plot  Area,Banashankari Stage III,8500,4,4,2,"₹ 14,500,000.00"
Super built-up  Area,Kashi Nagar,1600,4,4,1,"₹ 8,000,000.00"
Super built-up  Area,Haralur Road,2805,5,4,3,"₹ 15,400,000.00"
Super built-up  Area,Begur Road,1584,3,3,0,"₹ 6,500,000.00"
Plot  Area,Sector 7 HSR Layout,3000,5,4,1,"₹ 27,500,000.00"
Built-up  Area,Hosur Road,1175,2,3,2,"₹ 4,800,000.00"
Built-up  Area,"Yemlur, Old Airport Road, ",1595,3,3,2,"₹ 11,500,000.00"
Super built-up  Area,VHBCS Layout,1353,2,2,2,"₹ 11,000,000.00"
Super built-up  Area,Electronic City,1599,3,3,2,"₹ 12,500,000.00"
Super built-up  Area,Whitefield,1150,2,2,1,"₹ 7,000,000.00"
Super built-up  Area,Jakkur,5230,6,4,1,"₹ 46,500,000.00"
Super built-up  Area,KR Puram,1155,2,2,2,"₹ 4,274,000.00"
Built-up  Area,Ittamadu,1200,2,1,0,"₹ 8,500,000.00"
Super built-up  Area,Electronic City Phase II,1000,2,2,1,"₹ 2,500,000.00"
Super built-up  Area,Thanisandra,3000,4,4,0,"₹ 12,000,000.00"
Built-up  Area,Rajiv Nagar,1867,3,3,1,"₹ 16,000,000.00"
Super built-up  Area,Ramagondanahalli,1251,2,2,1,"₹ 4,700,000.00"
Super built-up  Area,Gattahalli,1028,2,2,1,"₹ 4,550,000.00"
Super built-up  Area,Arekere,1222,2,2,2,"₹ 4,500,000.00"
Super built-up  Area,Bannerghatta Road,1170,2,3,1,"₹ 6,600,000.00"
Super built-up  Area,Hebbal,2400,4,3,1,"₹ 24,500,000.00"
Super built-up  Area,Ramanjaneyanagar,1385,2,3,2,"₹ 4,848,000.00"
Super built-up  Area,HSR Layout,1372,2,2,1,"₹ 6,800,000.00"
Super built-up  Area,Magadi Road,1282,2,3,2,"₹ 4,900,000.00"
Super built-up  Area,Mico Layout,5000,9,9,3,"₹ 21,000,000.00"
Built-up  Area,7th Block Jayanagar,3000,3,5,1,"₹ 52,800,000.00"
Super built-up  Area,Kanakpura Road,1135,2,2,1,"₹ 3,973,000.00"
Built-up  Area,Whitefield,1768,3,3,2,"₹ 10,100,000.00"
Built-up  Area,Byatarayanapura,1325,2,3,1,"₹ 9,000,000.00"
Super built-up  Area,Electronic City,1599,3,3,2,"₹ 9,900,000.00"
Plot  Area,Whitefield,1500,3,3,1,"₹ 6,195,000.00"
Plot  Area,2nd Phase JP Nagar,2610,3,3,0,"₹ 49,900,000.00"
Super built-up  Area,Uttarahalli,1286,2,2,2,"₹ 6,300,000.00"
Built-up  Area,Kammanahalli,2845,5,5,1,"₹ 14,000,000.00"
Super built-up  Area,K G Colony,1600,2,3,0,"₹ 5,000,000.00"
Super built-up  Area,Hebbal,3450,5,3,2,"₹ 26,000,000.00"
Super built-up  Area,Munnekollal,1102,2,2,2,"₹ 5,367,000.00"
Super built-up  Area,Yelahanka,1350,2,2,2,"₹ 5,400,000.00"
Super built-up  Area,Banashankari,1200,2,3,2,"₹ 4,200,000.00"
Plot  Area,Hosa Road,1300,6,6,0,"₹ 14,500,000.00"
Plot  Area,Herohalli,1800,1,2,1,"₹ 8,000,000.00"
Built-up  Area,Chikkabanavar,950,2,2,1,"₹ 4,000,000.00"
Super built-up  Area,Kanakpura Road,525,1,1,1,"₹ 2,725,000.00"
Built-up  Area,Attibele,656,2,2,1,"₹ 2,500,000.00"
Plot  Area,Marathahalli,1780,4,4,3,"₹ 17,500,000.00"
Super built-up  Area,3rd Block Hrbr Layout,1056,2,2,1,"₹ 8,000,000.00"
Super built-up  Area,Bannerghatta Road,595,1,1,1,"₹ 3,332,000.00"
Built-up  Area,Ittamadu,1080,2,2,2,"₹ 5,000,000.00"
Super built-up  Area,7th Phase JP Nagar,2225,3,3,1,"₹ 16,000,000.00"
Super built-up  Area,Bommasandra,1126,2,2,1,"₹ 2,815,000.00"
Super built-up  Area,Electronics City Phase 1,1490,3,3,1,"₹ 8,400,000.00"
Plot  Area,HRBR Layout,2000,4,4,1,"₹ 30,000,000.00"
Super built-up  Area,Sarjapur  Road,1550,3,3,3,"₹ 10,000,000.00"
Super built-up  Area,,1600,3,3,2,"₹ 8,600,000.00"
Built-up  Area,Ashwini layout,1160,2,2,1,"₹ 5,500,000.00"
Built-up  Area,Whitefield,4144,4,4,3,"₹ 31,500,000.00"
Super built-up  Area,Sarjapur  Road,2100,3,3,2,"₹ 12,500,000.00"
Super built-up  Area,Vittasandra,1404,2,2,1,"₹ 6,930,000.00"
Plot  Area,Sarjapur  Road,2230,4,4,3,"₹ 22,500,000.00"
Super built-up  Area,Marathalli bridge,1544,3,3,0,"₹ 12,000,000.00"
Super built-up  Area,Banashankari Stage III,1305,2,3,1,"₹ 5,870,000.00"
Super built-up  Area,Marathahalli,1230,2,2,2,"₹ 8,000,000.00"
Plot  Area,T.C PALYA,1200,2,2,0,"₹ 6,500,000.00"
Super built-up  Area,Harlur,1460,3,3,1,"₹ 7,300,000.00"
Built-up  Area,Gottigere,967,2,2,3,"₹ 4,500,000.00"
Built-up  Area,Byatarayanapura,540,1,1,1,"₹ 3,600,000.00"
Super built-up  Area,Hormavu,715,1,1,2,"₹ 4,600,000.00"
Super built-up  Area,Whitefield,2500,3,3,2,"₹ 31,300,000.00"
Super built-up  Area,Dooravani Nagar,1578,3,3,1,"₹ 18,000,000.00"
Super built-up  Area,Mysore Road,1020,2,2,1,"₹ 4,895,000.00"
Super built-up  Area,Jigani,1020,2,2,1,"₹ 4,000,000.00"
Super built-up  Area,Koramangala,1253,2,2,1,"₹ 10,200,000.00"
Super built-up  Area,JCR Layout,1180,2,2,2,"₹ 4,200,000.00"
Super built-up  Area,Nehru Nagar,961,2,2,2,"₹ 3,800,000.00"
Built-up  Area,Kanakapura,1419,3,3,3,"₹ 7,500,000.00"
Super built-up  Area,Harlur,1709,3,3,2,"₹ 15,000,000.00"
Plot  Area,Papareddipalya,1600,2,2,0,"₹ 11,500,000.00"
Super built-up  Area,Venkatapura,416,1,1,1,"₹ 1,850,000.00"
Carpet  Area,Sanjay nagar,1100,2,2,2,"₹ 9,800,000.00"
Super built-up  Area,HSR Layout,1430,2,3,1,"₹ 6,500,000.00"
Super built-up  Area,Sneha Colony,1260,2,2,2,"₹ 4,500,000.00"
Built-up  Area,RMV Extension,1630,3,3,2,"₹ 8,500,000.00"
Super built-up  Area,Sarjapur  Road,1249,3,3,2,"₹ 4,471,000.00"
Super built-up  Area,Kalena Agrahara,1450,2,3,3,"₹ 8,500,000.00"
Super built-up  Area,Konanakunte,2791,3,3,1,"₹ 22,300,000.00"
Super built-up  Area,Hosapalya,600,1,1,0,"₹ 9,000,000.00"
Built-up  Area,Ashwini layout,834,1,1,1,"₹ 6,000,000.00"
Plot  Area,Doddagubbi,1125,4,3,1,"₹ 7,000,000.00"
Super built-up  Area,Arekere,2060,3,3,2,"₹ 14,000,000.00"
Super built-up  Area,Malleshwaram,12000,7,7,3,"₹ 220,000,000.00"
Built-up  Area,Gottigere,891,2,2,1,"₹ 2,500,000.00"
Super built-up  Area,Raja Rajeshwari Nagar,1133,2,2,1,"₹ 4,907,000.00"
Built-up  Area,Bisuvanahalli,1075,2,3,1,"₹ 3,700,000.00"
Super built-up  Area,Sector 6 HSR Layout,3000,5,4,2,"₹ 26,000,000.00"
Plot  Area,Brookefield,2440,5,4,2,"₹ 42,500,000.00"
Built-up  Area,Vidyaranyapura,1200,2,2,2,"₹ 5,500,000.00"
Super built-up  Area,Thanisandra,1075,2,2,2,"₹ 4,580,000.00"
Super built-up  Area,Kaggadasapura,1140,2,2,2,"₹ 4,000,000.00"
Plot  Area,Margondanahalli,940,4,5,2,"₹ 15,000,000.00"
Plot  Area,ITI Layout,2160,5,6,1,"₹ 25,000,000.00"
Super built-up  Area,Raja Rajeshwari Nagar,1090,2,2,1,"₹ 4,200,000.00"
Built-up  Area,R.T. Nagar,1500,4,4,1,"₹ 7,000,000.00"
Super built-up  Area,Whitefield,4104,4,4,2,"₹ 36,000,000.00"
Super built-up  Area,Whitefield,1790,3,3,0,"₹ 10,000,000.00"
Super built-up  Area,Hebbal,1920,3,3,2,"₹ 13,400,000.00"
Built-up  Area,HRBR Layout,1374,2,2,2,"₹ 9,500,000.00"
Carpet  Area,Bannerghatta Road,1445,3,3,2,"₹ 9,500,000.00"
Super built-up  Area,Kanakapura,711,1,1,1,"₹ 3,600,000.00"
Super built-up  Area,Tumkur Road,1500,3,3,3,"₹ 9,500,000.00"
Super built-up  Area,Whitefield,1720,3,3,3,"₹ 10,000,000.00"
Super built-up  Area,Vasanthapura,1400,3,3,2,"₹ 6,000,000.00"
Built-up  Area,Kundalahalli,1030,2,2,2,"₹ 4,900,000.00"
Super built-up  Area,Mysore Road,1200,2,2,1,"₹ 8,500,000.00"
Carpet  Area,Hosahalli,1375,3,3,2,"₹ 7,000,000.00"
Plot  Area,Hegde Nagar,1050,1,2,0,"₹ 5,600,000.00"
Super built-up  Area,Jalahalli,2250,3,3,2,"₹ 16,000,000.00"
Super built-up  Area,Bellandur,1000,2,2,2,"₹ 5,000,000.00"
Super built-up  Area,Jalahalli West,469,1,1,0,"₹ 2,500,000.00"
Super built-up  Area,Marathahalli,3800,4,4,3,"₹ 25,000,000.00"
Super built-up  Area,Kambipura,883,2,2,1,"₹ 2,900,000.00"
Super built-up  Area,GM Palaya,1820,2,3,3,"₹ 8,600,000.00"
Built-up  Area,Singasandra,1440,2,3,3,"₹ 6,500,000.00"
Super built-up  Area,near Ramanashree California resort,3600,4,6,1,"₹ 16,000,000.00"
Built-up  Area,Malleshwaram,2500,5,4,2,"₹ 32,500,000.00"
Super built-up  Area,Mahadevpura,1225,2,2,2,"₹ 4,800,000.00"
Plot  Area,"6th block banashankari 3rd stage, 100 feet ORR",4000,3,3,1,"₹ 66,000,000.00"
Carpet  Area,Chikkalasandra,875,2,2,3,"₹ 5,280,000.00"
Super built-up  Area,Jalahalli East,750,1,1,2,"₹ 4,000,000.00"
Super built-up  Area,6th Phase JP Nagar,1180,2,2,3,"₹ 8,000,000.00"
Super built-up  Area,Haralur Road,1194,2,2,2,"₹ 4,700,000.00"
Super built-up  Area,Hennur Road,1500,2,3,2,"₹ 6,200,000.00"
Super built-up  Area,Poornapragna Housing Society Layout,1160,2,2,2,"₹ 5,220,000.00"
Built-up  Area,Arekere,4125Perch,9,9,0,"₹ 26,500,000.00"
Super built-up  Area,Hosakerehalli,2378,3,3,1,"₹ 26,200,000.00"
Super built-up  Area,Sarjapur,1128,2,2,1,"₹ 6,000,000.00"
Super built-up  Area,Hebbal,1500,3,3,1,"₹ 15,000,000.00"
Built-up  Area,Huskur,1220,2,3,1,"₹ 3,523,000.00"
Super built-up  Area,Sarjapur  Road,1210,2,2,2,"₹ 5,800,000.00"
Super built-up  Area,Kanakpura Road,1100,2,3,1,"₹ 5,800,000.00"
Super built-up  Area,Bommasandra,1200,3,3,2,"₹ 4,600,000.00"
Built-up  Area,Haralur Road,3385,5,4,0,"₹ 26,000,000.00"
Super built-up  Area,Nagondanahalli,1641,3,3,2,"₹ 6,600,000.00"
Super built-up  Area,Horamavu Agara,1200,2,2,1,"₹ 4,500,000.00"
Super built-up  Area,Raja Rajeshwari Nagar,1260,2,2,1,"₹ 6,739,000.00"
Super built-up  Area,Mahadevpura,1720,3,3,3,"₹ 7,800,000.00"
Super built-up  Area,Yelahanka,1210,2,2,1,"₹ 4,598,000.00"
Built-up  Area,Indira Nagar,2200,4,4,2,"₹ 20,000,000.00"
Super built-up  Area,Bisuvanahalli,1075,2,3,1,"₹ 4,500,000.00"
Built-up  Area,Thanisandra,1702,3,3,2,"₹ 13,000,000.00"
Super built-up  Area,Shanthala Nagar,1630,2,2,2,"₹ 20,000,000.00"
Super built-up  Area,Raja Rajeshwari Nagar,1141,2,2,2,"₹ 3,855,000.00"
Super built-up  Area,Shantiniketan Layout,2072,3,3,2,"₹ 10,800,000.00"
Built-up  Area,Herohalli,1200,2,3,0,"₹ 7,000,000.00"
Super built-up  Area,Teachers Colony,1350,3,3,0,"₹ 7,700,000.00"
Super built-up  Area,Srinivasa Nagar,1180,2,3,2,"₹ 7,834,000.00"
Built-up  Area,Yelahanka,35000,3,3,3,"₹ 13,000,000.00"
Super built-up  Area,Langford Town,1355,2,2,2,"₹ 11,500,000.00"
Plot  Area,Sulthangunta,600,1,1,0,"₹ 5,000,000.00"
Plot  Area,Hormavu,1200,7,7,0,"₹ 15,000,000.00"
Super built-up  Area,Bannerghatta Road,1640,2,3,1,"₹ 12,000,000.00"
Plot  Area,Byrathi Village,1200,5,5,0,"₹ 10,000,000.00"
Super built-up  Area,Kodichikkanahalli,1190,2,3,2,"₹ 5,700,000.00"
Plot  Area,OMBR Layout,2400,4,4,2,"₹ 37,500,000.00"
Super built-up  Area,Marathahalli,1019,2,2,2,"₹ 4,985,000.00"
Super built-up  Area,Ambedkar Colony,1875,3,3,2,"₹ 16,500,000.00"
Super built-up  Area,Akshaya Nagar,1250,3,3,2,"₹ 4,000,000.00"
Plot  Area,Brookefield,1200,3,3,2,"₹ 14,000,000.00"
Super built-up  Area,Whitefield,1140,2,2,1,"₹ 5,600,000.00"
Super built-up  Area,Lingadheeranahalli,1683,3,3,1,"₹ 10,900,000.00"
Super built-up  Area,Kaggadasapura,1515,3,3,0,"₹ 8,330,000.00"
Super built-up  Area,Hoodi,2118,4,4,2,"₹ 11,100,000.00"
Built-up  Area,Bannerghatta Road,1380,3,4,0,"₹ 5,800,000.00"
Super built-up  Area,Varthur Road,1083,2,2,2,"₹ 6,175,000.00"
Plot  Area,Anjappa Layout,600,2,2,1,"₹ 5,500,000.00"
Built-up  Area,Avalahalli,2300,3,3,3,"₹ 12,000,000.00"
Super built-up  Area,Prakruthi Nagar,1240,2,2,2,"₹ 6,000,000.00"
Super built-up  Area,Surabhi Layout,1750,3,3,1,"₹ 12,000,000.00"
Super built-up  Area,Sadaramangala,1230,2,2,0,"₹ 4,348,000.00"
Plot  Area,Anjanapura,1500,3,3,1,"₹ 13,900,000.00"
Super built-up  Area,Abbigere,985,2,2,1,"₹ 4,039,000.00"
Plot  Area,Tindlu,1500,2,3,1,"₹ 8,700,000.00"
Built-up  Area,Electronic City,1125,2,2,1,"₹ 3,249,000.00"
Built-up  Area,Maruthi Sevanagar,950,2,2,1,"₹ 4,400,000.00"
Super built-up  Area,Kothanur,1580,3,3,3,"₹ 7,600,000.00"
Plot  Area,B Narayanapura,1092,2,3,1,"₹ 9,850,000.00"
Built-up  Area,Electronic City Phase II,1090,2,2,1,"₹ 2,834,000.00"
Built-up  Area,Hennur Road,2264,3,3,1,"₹ 15,900,000.00"
Super built-up  Area,Dommasandra,1033,2,3,2,"₹ 2,553,000.00"
Super built-up  Area,Kammasandra,810,2,2,2,"₹ 2,450,000.00"
Super built-up  Area,Green Garden Layout,1045,2,2,0,"₹ 4,500,000.00"
Super built-up  Area,Hebbal,1337,2,2,1,"₹ 8,200,000.00"
Super built-up  Area,Chandapura,1200,2,2,2,"₹ 3,200,000.00"
Super built-up  Area,Koramangala,1580,3,3,2,"₹ 16,000,000.00"
Super built-up  Area,Begur Road,1500,2,3,3,"₹ 5,400,000.00"
Super built-up  Area,Whitefield,1640,4,3,2,"₹ 9,100,000.00"
